month,product_id,brand,category_l1,category_l2,price_tier,avg_price,total_views,total_carts,total_purchases,cart_rate,conversion_rate,recommendation
November,8500186,unknown,unknown,unknown,premium,246.31,112.0,11.0,4.0,9.82,3.57,Hidden Gem - Promote Higher
November,16800232,unknown,furniture,kitchen,mid,51.22,84.0,1.0,3.0,1.19,3.57,Hidden Gem - Promote Higher
November,11000024,moulinex,appliances,kitchen,budget,37.05,84.0,2.0,3.0,2.38,3.57,Hidden Gem - Promote Higher
November,11400257,remax,unknown,unknown,budget,30.53,84.0,12.0,3.0,14.29,3.57,Hidden Gem - Promote Higher
November,8700124,braun,appliances,personal,budget,42.84,84.0,7.0,3.0,8.33,3.57,Hidden Gem - Promote Higher
November,100019259,lucente,unknown,unknown,premium,250.71,84.0,1.0,3.0,1.19,3.57,Hidden Gem - Promote Higher
November,4803192,xiaomi,electronics,audio,budget,13.95,84.0,9.0,3.0,10.71,3.57,Hidden Gem - Promote Higher
November,4501541,midea,appliances,kitchen,mid,166.82,84.0,6.0,3.0,7.14,3.57,Hidden Gem - Promote Higher
November,8700153,rowenta,appliances,personal,budget,23.14,169.0,13.0,6.0,7.69,3.55,Hidden Gem - Promote Higher
November,7006182,hp,kids,carriage,mid,61.32,198.0,3.0,7.0,1.52,3.54,Hidden Gem - Promote Higher
November,21410078,unknown,electronics,clocks,budget,32.15,113.0,1.0,4.0,0.88,3.54,Hidden Gem - Promote Higher
November,22500276,mart,unknown,unknown,budget,11.59,113.0,6.0,4.0,5.31,3.54,Hidden Gem - Promote Higher
November,3900655,thermex,appliances,environment,mid,86.83,85.0,8.0,3.0,9.41,3.53,Hidden Gem - Promote Higher
November,12720494,sunwide,unknown,unknown,budget,40.93,85.0,8.0,3.0,9.41,3.53,Hidden Gem - Promote Higher
November,26200038,unknown,unknown,unknown,mid,118.66,85.0,6.0,3.0,7.06,3.53,Hidden Gem - Promote Higher
November,12700932,nokian,unknown,unknown,mid,53.73,85.0,9.0,3.0,10.59,3.53,Hidden Gem - Promote Higher
November,18300141,sumdex,accessories,bag,budget,16.73,85.0,4.0,3.0,4.71,3.53,Hidden Gem - Promote Higher
November,100009643,joyroad,unknown,unknown,budget,42.47,85.0,11.0,3.0,12.94,3.53,Hidden Gem - Promote Higher
November,26403333,unknown,unknown,unknown,mid,68.73,85.0,4.0,3.0,4.71,3.53,Hidden Gem - Promote Higher
November,26404389,adamas,unknown,unknown,mid,159.59,85.0,3.0,3.0,3.53,3.53,Hidden Gem - Promote Higher
November,12705522,viatti,unknown,unknown,budget,34.1,199.0,24.0,7.0,12.06,3.52,Hidden Gem - Promote Higher
November,3800490,maxwell,appliances,iron,budget,15.05,114.0,4.0,4.0,3.51,3.51,Hidden Gem - Promote Higher
November,2701652,unknown,appliances,kitchen,premium,220.73,200.0,12.0,7.0,6.0,3.5,Hidden Gem - Promote Higher
November,53100037,patriot,unknown,unknown,budget,35.17,86.0,2.0,3.0,2.33,3.49,Hidden Gem - Promote Higher
November,15800002,bosch,unknown,unknown,premium,316.9,86.0,2.0,3.0,2.33,3.49,Hidden Gem - Promote Higher
November,100000121,delta,unknown,unknown,mid,79.8,86.0,3.0,3.0,3.49,3.49,Hidden Gem - Promote Higher
November,3801061,philips,appliances,iron,mid,90.31,115.0,8.0,4.0,6.96,3.48,Hidden Gem - Promote Higher
November,5301353,philips,unknown,unknown,budget,15.2,115.0,3.0,4.0,2.61,3.48,Hidden Gem - Promote Higher
November,12711990,triangle,unknown,unknown,budget,44.2,144.0,18.0,5.0,12.5,3.47,Hidden Gem - Promote Higher
November,1004358,apple,electronics,smartphone,luxury,1394.24,144.0,8.0,5.0,5.56,3.47,Hidden Gem - Promote Higher
November,11500278,jbl,unknown,unknown,mid,91.73,145.0,11.0,5.0,7.59,3.45,Hidden Gem - Promote Higher
November,21410058,unknown,electronics,clocks,budget,25.71,116.0,2.0,4.0,1.72,3.45,Hidden Gem - Promote Higher
November,3701180,polaris,appliances,environment,mid,105.47,116.0,9.0,4.0,7.76,3.45,Hidden Gem - Promote Higher
November,26300665,unknown,unknown,unknown,premium,244.02,87.0,1.0,3.0,1.15,3.45,Hidden Gem - Promote Higher
November,5301634,philips,unknown,unknown,budget,48.5,87.0,11.0,3.0,12.64,3.45,Hidden Gem - Promote Higher
November,3200464,polaris,appliances,kitchen,mid,128.66,87.0,6.0,3.0,6.9,3.45,Hidden Gem - Promote Higher
November,3800632,maxwell,appliances,iron,budget,12.79,117.0,10.0,4.0,8.55,3.42,Hidden Gem - Promote Higher
November,12714714,tunga,unknown,unknown,mid,50.53,117.0,8.0,4.0,6.84,3.42,Hidden Gem - Promote Higher
November,12720642,goodride,unknown,unknown,mid,77.85,88.0,5.0,3.0,5.68,3.41,Hidden Gem - Promote Higher
November,6200524,tefal,appliances,environment,mid,91.86,88.0,8.0,3.0,9.09,3.41,Hidden Gem - Promote Higher
November,6700993,msi,computers,components,premium,364.38,88.0,0.0,3.0,0.0,3.41,Hidden Gem - Promote Higher
November,16300123,kukmara,unknown,unknown,budget,25.22,88.0,3.0,3.0,3.41,3.41,Hidden Gem - Promote Higher
November,12707445,triangle,unknown,unknown,mid,53.97,118.0,6.0,4.0,5.08,3.39,Hidden Gem - Promote Higher
November,12702928,matador,unknown,unknown,budget,37.58,148.0,14.0,5.0,9.46,3.38,Hidden Gem - Promote Higher
November,12705848,unknown,unknown,unknown,budget,38.1,148.0,18.0,5.0,12.16,3.38,Hidden Gem - Promote Higher
November,12705254,viatti,unknown,unknown,mid,65.51,89.0,6.0,3.0,6.74,3.37,Hidden Gem - Promote Higher
November,8800778,bq,electronics,telephone,budget,10.81,89.0,6.0,3.0,6.74,3.37,Hidden Gem - Promote Higher
November,3900537,ariston,appliances,environment,mid,121.19,89.0,7.0,3.0,7.87,3.37,Hidden Gem - Promote Higher
November,12700888,nokian,unknown,unknown,mid,61.26,89.0,3.0,3.0,3.37,3.37,Hidden Gem - Promote Higher
November,15200465,varta,unknown,unknown,mid,108.86,89.0,4.0,3.0,4.49,3.37,Hidden Gem - Promote Higher
November,28704730,greyder,apparel,shoes,mid,64.35,89.0,0.0,3.0,0.0,3.37,Hidden Gem - Promote Higher
November,1005207,apple,electronics,smartphone,premium,395.42,179.0,13.0,6.0,7.26,3.35,Hidden Gem - Promote Higher
November,21400513,casio,electronics,clocks,mid,80.21,150.0,3.0,5.0,2.0,3.33,Hidden Gem - Promote Higher
November,19300014,perilla,appliances,ironing_board,budget,15.49,150.0,4.0,5.0,2.67,3.33,Hidden Gem - Promote Higher
November,26026982,unknown,unknown,unknown,budget,5.87,120.0,20.0,4.0,16.67,3.33,Hidden Gem - Promote Higher
November,28401075,respect,accessories,bag,budget,39.9,120.0,7.0,4.0,5.83,3.33,Hidden Gem - Promote Higher
November,18900005,canon,electronics,camera,mid,153.13,120.0,11.0,4.0,9.17,3.33,Hidden Gem - Promote Higher
November,3801157,braun,appliances,iron,budget,45.28,90.0,3.0,3.0,3.33,3.33,Hidden Gem - Promote Higher
November,100011012,kivi,electronics,video,premium,411.44,90.0,6.0,3.0,6.67,3.33,Hidden Gem - Promote Higher
November,3101064,philips,appliances,kitchen,mid,84.73,90.0,1.0,3.0,1.11,3.33,Hidden Gem - Promote Higher
November,3900841,haier,appliances,environment,mid,71.39,90.0,3.0,3.0,3.33,3.33,Hidden Gem - Promote Higher
November,22700247,total,unknown,unknown,budget,7.86,90.0,3.0,3.0,3.33,3.33,Hidden Gem - Promote Higher
November,18000799,samsung,unknown,unknown,budget,30.65,121.0,5.0,4.0,4.13,3.31,Hidden Gem - Promote Higher
November,18300370,xiaomi,accessories,bag,budget,38.32,121.0,10.0,4.0,8.26,3.31,Hidden Gem - Promote Higher
November,12706983,nokian,unknown,unknown,mid,51.98,182.0,26.0,6.0,14.29,3.3,Hidden Gem - Promote Higher
November,5301665,polaris,unknown,unknown,budget,18.13,91.0,1.0,3.0,1.1,3.3,Hidden Gem - Promote Higher
November,6000175,starline,auto,accessories,mid,159.86,91.0,2.0,3.0,2.2,3.3,Hidden Gem - Promote Higher
November,26400381,unknown,unknown,unknown,mid,170.4,91.0,1.0,3.0,1.1,3.3,Hidden Gem - Promote Higher
November,12720604,joyroad,unknown,unknown,budget,35.49,91.0,14.0,3.0,15.38,3.3,Hidden Gem - Promote Higher
November,12500753,alteco,unknown,unknown,mid,62.29,91.0,5.0,3.0,5.49,3.3,Hidden Gem - Promote Higher
November,12711593,triangle,unknown,unknown,mid,59.2,122.0,18.0,4.0,14.75,3.28,Hidden Gem - Promote Higher
November,26200150,unknown,unknown,unknown,mid,153.67,122.0,7.0,4.0,5.74,3.28,Hidden Gem - Promote Higher
November,5000708,janome,appliances,sewing_machine,premium,206.86,122.0,2.0,4.0,1.64,3.28,Hidden Gem - Promote Higher
November,17300468,unknown,unknown,unknown,mid,86.77,153.0,10.0,5.0,6.54,3.27,Hidden Gem - Promote Higher
November,12710973,powertrac,unknown,unknown,budget,27.63,153.0,23.0,5.0,15.03,3.27,Hidden Gem - Promote Higher
November,12715346,comforser,unknown,unknown,budget,40.67,153.0,14.0,5.0,9.15,3.27,Hidden Gem - Promote Higher
November,15200155,gigawatt,unknown,unknown,mid,98.32,92.0,3.0,3.0,3.26,3.26,Hidden Gem - Promote Higher
November,17301423,gucci,unknown,unknown,mid,82.77,92.0,3.0,3.0,3.26,3.26,Hidden Gem - Promote Higher
November,12719697,kapsen,unknown,unknown,mid,64.06,92.0,10.0,3.0,10.87,3.26,Hidden Gem - Promote Higher
November,26601755,lucente,unknown,unknown,mid,70.01,92.0,2.0,3.0,2.17,3.26,Hidden Gem - Promote Higher
November,100006963,yasin,electronics,video,mid,164.45,154.0,8.0,5.0,5.19,3.25,Hidden Gem - Promote Higher
November,27000040,sportelite,sport,trainer,premium,360.08,154.0,6.0,5.0,3.9,3.25,Hidden Gem - Promote Higher
November,26205412,unknown,unknown,unknown,mid,167.83,154.0,7.0,5.0,4.55,3.25,Hidden Gem - Promote Higher
November,3100040,philips,appliances,kitchen,mid,116.81,123.0,7.0,4.0,5.69,3.25,Hidden Gem - Promote Higher
November,12707537,unknown,unknown,unknown,mid,136.65,123.0,14.0,4.0,11.38,3.25,Hidden Gem - Promote Higher
November,2501907,dauscher,appliances,kitchen,mid,89.22,185.0,15.0,6.0,8.11,3.24,Hidden Gem - Promote Higher
November,6301863,tefal,appliances,kitchen,budget,46.5,124.0,4.0,4.0,3.23,3.23,Hidden Gem - Promote Higher
November,45100001,rozenbal,unknown,unknown,budget,12.74,124.0,2.0,4.0,1.61,3.23,Hidden Gem - Promote Higher
November,28722129,strobbs,apparel,shoes,mid,66.41,93.0,3.0,3.0,3.23,3.23,Hidden Gem - Promote Higher
November,6200916,unknown,appliances,environment,budget,39.03,93.0,10.0,3.0,10.75,3.23,Hidden Gem - Promote Higher
November,1801855,olto,electronics,video,mid,153.41,93.0,1.0,3.0,1.08,3.23,Hidden Gem - Promote Higher
November,4800358,plantronics,electronics,audio,budget,32.93,187.0,16.0,6.0,8.56,3.21,Hidden Gem - Promote Higher
November,17301059,unknown,unknown,unknown,mid,81.76,125.0,12.0,4.0,9.6,3.2,Hidden Gem - Promote Higher
November,1701026,hp,computers,peripherals,mid,101.76,125.0,3.0,4.0,2.4,3.2,Hidden Gem - Promote Higher
November,12711503,maxxis,unknown,unknown,budget,41.06,188.0,39.0,6.0,20.74,3.19,Hidden Gem - Promote Higher
November,12711052,tunga,unknown,unknown,budget,31.75,94.0,1.0,3.0,1.06,3.19,Hidden Gem - Promote Higher
November,21401217,casio,electronics,clocks,mid,52.56,189.0,3.0,6.0,1.59,3.17,Hidden Gem - Promote Higher
November,26400280,lucente,unknown,unknown,premium,245.82,158.0,19.0,5.0,12.03,3.16,Hidden Gem - Promote Higher
November,100004246,unknown,unknown,unknown,budget,36.01,95.0,2.0,3.0,2.11,3.16,Hidden Gem - Promote Higher
November,18300604,xiaomi,accessories,bag,budget,11.81,95.0,5.0,3.0,5.26,3.16,Hidden Gem - Promote Higher
November,12705188,unknown,unknown,unknown,budget,42.78,127.0,4.0,4.0,3.15,3.15,Hidden Gem - Promote Higher
November,26000317,unknown,unknown,unknown,budget,8.73,159.0,14.0,5.0,8.81,3.14,Hidden Gem - Promote Higher
November,3100667,elenberg,appliances,kitchen,budget,15.41,192.0,12.0,6.0,6.25,3.13,Hidden Gem - Promote Higher
November,4801583,kingston,electronics,audio,mid,57.2,128.0,3.0,4.0,2.34,3.13,Hidden Gem - Promote Higher
November,12703368,cordiant,unknown,unknown,mid,82.39,128.0,5.0,4.0,3.91,3.13,Hidden Gem - Promote Higher
November,7900704,joie,furniture,kitchen,mid,111.97,128.0,11.0,4.0,8.59,3.13,Hidden Gem - Promote Higher
November,26200713,unknown,unknown,unknown,mid,189.45,96.0,6.0,3.0,6.25,3.13,Hidden Gem - Promote Higher
November,28718397,rieker,apparel,shoes,mid,103.99,96.0,5.0,3.0,5.21,3.13,Hidden Gem - Promote Higher
November,9700278,aerocool,computers,components,mid,56.42,96.0,6.0,3.0,6.25,3.13,Hidden Gem - Promote Higher
November,19300028,unknown,appliances,ironing_board,budget,13.87,96.0,12.0,3.0,12.5,3.13,Hidden Gem - Promote Higher
November,26400189,unknown,unknown,unknown,mid,144.66,193.0,15.0,6.0,7.77,3.11,Hidden Gem - Promote Higher
November,5800281,unknown,electronics,audio,mid,80.02,161.0,4.0,5.0,2.48,3.11,Hidden Gem - Promote Higher
November,17301057,unknown,unknown,unknown,budget,39.06,161.0,10.0,5.0,6.21,3.11,Hidden Gem - Promote Higher
November,20100030,unknown,unknown,unknown,budget,28.29,161.0,14.0,5.0,8.7,3.11,Hidden Gem - Promote Higher
November,12719629,kapsen,unknown,unknown,budget,42.47,129.0,6.0,4.0,4.65,3.1,Hidden Gem - Promote Higher
November,12700736,unknown,unknown,unknown,budget,33.98,194.0,27.0,6.0,13.92,3.09,Hidden Gem - Promote Higher
November,5100351,apple,electronics,clocks,premium,316.47,162.0,14.0,5.0,8.64,3.09,Hidden Gem - Promote Higher
November,20100107,nika,unknown,unknown,budget,15.5,97.0,6.0,3.0,6.19,3.09,Hidden Gem - Promote Higher
November,26400965,unknown,unknown,unknown,mid,152.9,97.0,5.0,3.0,5.15,3.09,Hidden Gem - Promote Higher
November,26201120,lucente,unknown,unknown,mid,147.24,97.0,3.0,3.0,3.09,3.09,Hidden Gem - Promote Higher
November,12720194,roadx,unknown,unknown,budget,48.67,97.0,3.0,3.0,3.09,3.09,Hidden Gem - Promote Higher
November,12719054,triangle,unknown,unknown,mid,52.62,97.0,18.0,3.0,18.56,3.09,Hidden Gem - Promote Higher
November,12800055,transcend,unknown,unknown,budget,20.15,97.0,8.0,3.0,8.25,3.09,Hidden Gem - Promote Higher
November,4300402,scarlett,unknown,unknown,budget,22.69,130.0,4.0,4.0,3.08,3.08,Hidden Gem - Promote Higher
November,19100336,alteco,construction,tools,premium,208.5,130.0,5.0,4.0,3.85,3.08,Hidden Gem - Promote Higher
November,26203735,lucente,unknown,unknown,mid,148.52,130.0,1.0,4.0,0.77,3.08,Hidden Gem - Promote Higher
November,19200004,huter,construction,tools,mid,87.3,163.0,18.0,5.0,11.04,3.07,Hidden Gem - Promote Higher
November,4802026,awei,electronics,audio,budget,15.36,98.0,8.0,3.0,8.16,3.06,Hidden Gem - Promote Higher
November,6200323,electrolux,appliances,environment,mid,63.59,98.0,2.0,3.0,2.04,3.06,Hidden Gem - Promote Higher
November,9300105,panasonic,unknown,unknown,mid,99.41,98.0,2.0,3.0,2.04,3.06,Hidden Gem - Promote Higher
November,12720527,goodride,unknown,unknown,budget,30.66,98.0,17.0,3.0,17.35,3.06,Hidden Gem - Promote Higher
November,5301297,remington,unknown,unknown,budget,21.84,98.0,8.0,3.0,8.16,3.06,Hidden Gem - Promote Higher
November,2201039,canon,unknown,unknown,luxury,772.19,98.0,4.0,3.0,4.08,3.06,Hidden Gem - Promote Higher
November,26400685,unknown,unknown,unknown,premium,227.55,98.0,4.0,3.0,4.08,3.06,Hidden Gem - Promote Higher
November,55800015,lina,unknown,unknown,budget,36.04,98.0,3.0,3.0,3.06,3.06,Hidden Gem - Promote Higher
November,26401572,unknown,unknown,unknown,mid,129.99,197.0,10.0,6.0,5.08,3.05,Hidden Gem - Promote Higher
November,11300046,panasonic,electronics,telephone,mid,51.31,164.0,6.0,5.0,3.66,3.05,Hidden Gem - Promote Higher
November,1801837,rebus,electronics,video,mid,177.87,164.0,5.0,5.0,3.05,3.05,Hidden Gem - Promote Higher
November,6200909,unknown,appliances,environment,mid,62.5,131.0,13.0,4.0,9.92,3.05,Hidden Gem - Promote Higher
November,12700229,unknown,unknown,unknown,mid,61.77,131.0,15.0,4.0,11.45,3.05,Hidden Gem - Promote Higher
November,3900776,artel,appliances,environment,mid,85.92,198.0,20.0,6.0,10.1,3.03,Hidden Gem - Promote Higher
November,29100091,carhome,appliances,personal,budget,16.99,132.0,8.0,4.0,6.06,3.03,Hidden Gem - Promote Higher
November,1005172,tp-link,electronics,smartphone,mid,159.33,132.0,9.0,4.0,6.82,3.03,Hidden Gem - Promote Higher
November,28721989,nike,apparel,shoes,mid,133.83,99.0,1.0,3.0,1.01,3.03,Hidden Gem - Promote Higher
November,22400165,unknown,electronics,audio,budget,22.16,99.0,7.0,3.0,7.07,3.03,Hidden Gem - Promote Higher
November,18001292,samsung,unknown,unknown,budget,32.55,99.0,1.0,3.0,1.01,3.03,Hidden Gem - Promote Higher
November,5000027,toyota,appliances,sewing_machine,mid,121.19,99.0,6.0,3.0,6.06,3.03,Hidden Gem - Promote Higher
November,20100081,nika,unknown,unknown,budget,21.48,99.0,11.0,3.0,11.11,3.03,Hidden Gem - Promote Higher
November,21400579,casio,electronics,clocks,mid,72.87,199.0,9.0,6.0,4.52,3.02,Hidden Gem - Promote Higher
November,26204063,unknown,unknown,unknown,premium,229.35,166.0,3.0,5.0,1.81,3.01,Hidden Gem - Promote Higher
November,17301421,givenchy,unknown,unknown,mid,77.25,133.0,6.0,4.0,4.51,3.01,Hidden Gem - Promote Higher
November,11000190,maxwell,appliances,kitchen,budget,18.65,200.0,10.0,6.0,5.0,3.0,Hidden Gem - Promote Higher
November,40500103,apple,unknown,unknown,budget,26.38,100.0,0.0,3.0,0.0,3.0,Hidden Gem - Promote Higher
November,12703275,cordiant,unknown,unknown,mid,65.21,100.0,17.0,3.0,17.0,3.0,Hidden Gem - Promote Higher
November,12706554,viatti,unknown,unknown,budget,46.08,100.0,6.0,3.0,6.0,3.0,Hidden Gem - Promote Higher
November,8500125,unknown,unknown,unknown,premium,229.99,100.0,5.0,3.0,5.0,3.0,Hidden Gem - Promote Higher
October,3901196,haier,appliances,environment,mid,100.36,22.0,1.0,5.0,4.55,22.73,Hidden Gem - Promote Higher
October,12700774,michelin,unknown,unknown,mid,110.97,25.0,0.0,5.0,0.0,20.0,Hidden Gem - Promote Higher
October,18900135,canon,electronics,camera,luxury,851.35,21.0,0.0,4.0,0.0,19.05,Hidden Gem - Promote Higher
October,8000308,bambola,unknown,unknown,budget,25.94,33.0,0.0,6.0,0.0,18.18,Hidden Gem - Promote Higher
October,16200102,sweety,kids,fmcg,budget,15.81,22.0,0.0,4.0,0.0,18.18,Hidden Gem - Promote Higher
October,1500267,hp,computers,peripherals,premium,443.15,23.0,0.0,4.0,0.0,17.39,Hidden Gem - Promote Higher
October,12719537,pirelli,unknown,unknown,mid,105.53,24.0,0.0,4.0,0.0,16.67,Hidden Gem - Promote Higher
October,12713560,triangle,unknown,unknown,premium,319.18,25.0,0.0,4.0,0.0,16.0,Hidden Gem - Promote Higher
October,19700022,nutrilon,unknown,unknown,budget,13.52,26.0,0.0,4.0,0.0,15.38,Hidden Gem - Promote Higher
October,16200137,pampers,kids,fmcg,budget,5.51,20.0,0.0,3.0,0.0,15.0,Hidden Gem - Promote Higher
October,12708501,toyo,unknown,unknown,mid,111.97,20.0,0.0,3.0,0.0,15.0,Hidden Gem - Promote Higher
October,1306004,lenovo,computers,notebook,premium,249.43,20.0,0.0,3.0,0.0,15.0,Hidden Gem - Promote Higher
October,12708498,nitto,unknown,unknown,mid,86.53,20.0,0.0,3.0,0.0,15.0,Hidden Gem - Promote Higher
October,28718156,unknown,apparel,shoes,budget,45.13,27.0,0.0,4.0,0.0,14.81,Hidden Gem - Promote Higher
October,34800111,unknown,unknown,unknown,budget,43.32,21.0,0.0,3.0,0.0,14.29,Hidden Gem - Promote Higher
October,15200839,kainar,unknown,unknown,budget,38.35,21.0,0.0,3.0,0.0,14.29,Hidden Gem - Promote Higher
October,24100136,unknown,unknown,unknown,budget,7.58,21.0,0.0,3.0,0.0,14.29,Hidden Gem - Promote Higher
October,21400075,boccia,electronics,clocks,mid,96.53,21.0,0.0,3.0,0.0,14.29,Hidden Gem - Promote Higher
October,3601446,lg,appliances,kitchen,premium,398.98,21.0,0.0,3.0,0.0,14.29,Hidden Gem - Promote Higher
October,12720107,roadx,unknown,unknown,budget,47.92,22.0,0.0,3.0,0.0,13.64,Hidden Gem - Promote Higher
October,11900058,unknown,unknown,unknown,mid,96.82,22.0,0.0,3.0,0.0,13.64,Hidden Gem - Promote Higher
October,15300368,apacer,unknown,unknown,budget,17.99,37.0,0.0,5.0,0.0,13.51,Hidden Gem - Promote Higher
October,6500548,asus,computers,components,premium,210.28,37.0,0.0,5.0,0.0,13.51,Hidden Gem - Promote Higher
October,2240034,olympus,unknown,unknown,luxury,912.02,45.0,0.0,6.0,0.0,13.33,Hidden Gem - Promote Higher
October,12712071,yokohama,unknown,unknown,mid,98.57,30.0,0.0,4.0,0.0,13.33,Hidden Gem - Promote Higher
October,12700635,goodyear,unknown,unknown,mid,142.6,23.0,3.0,3.0,13.04,13.04,Hidden Gem - Promote Higher
October,16700000,sv,furniture,kitchen,budget,38.71,23.0,0.0,3.0,0.0,13.04,Hidden Gem - Promote Higher
October,12720732,unknown,unknown,unknown,mid,52.77,23.0,0.0,3.0,0.0,13.04,Hidden Gem - Promote Higher
October,4000157,galaxy,construction,tools,mid,50.19,23.0,0.0,3.0,0.0,13.04,Hidden Gem - Promote Higher
October,12707375,tyrex,unknown,unknown,premium,293.44,23.0,0.0,3.0,0.0,13.04,Hidden Gem - Promote Higher
October,12701118,pirelli,unknown,unknown,mid,159.33,23.0,4.0,3.0,17.39,13.04,Hidden Gem - Promote Higher
October,5800645,kicx,electronics,audio,mid,157.28,40.0,0.0,5.0,0.0,12.5,Hidden Gem - Promote Higher
October,12719447,toway,unknown,unknown,premium,262.04,40.0,0.0,5.0,0.0,12.5,Hidden Gem - Promote Higher
October,26001044,unknown,unknown,unknown,budget,8.67,24.0,0.0,3.0,0.0,12.5,Hidden Gem - Promote Higher
October,12712105,maxtrek,unknown,unknown,mid,53.54,24.0,0.0,3.0,0.0,12.5,Hidden Gem - Promote Higher
October,3801070,panasonic,appliances,iron,budget,26.49,41.0,1.0,5.0,2.44,12.2,Hidden Gem - Promote Higher
October,5500325,philips,unknown,unknown,mid,70.92,33.0,4.0,4.0,12.12,12.12,Hidden Gem - Promote Higher
October,4201541,artel,appliances,environment,luxury,898.35,83.0,0.0,10.0,0.0,12.05,Hidden Gem - Promote Higher
October,12701282,triangle,unknown,unknown,mid,62.09,50.0,3.0,6.0,6.0,12.0,Hidden Gem - Promote Higher
October,17300873,byredo,unknown,unknown,premium,247.03,25.0,0.0,3.0,0.0,12.0,Hidden Gem - Promote Higher
October,10502209,hasbro,unknown,unknown,budget,38.59,25.0,0.0,3.0,0.0,12.0,Hidden Gem - Promote Higher
October,11400702,ansmann,unknown,unknown,budget,30.86,25.0,0.0,3.0,0.0,12.0,Hidden Gem - Promote Higher
October,12713342,maxxis,unknown,unknown,mid,122.53,25.0,0.0,3.0,0.0,12.0,Hidden Gem - Promote Higher
October,12720493,sunwide,unknown,unknown,budget,37.97,25.0,0.0,3.0,0.0,12.0,Hidden Gem - Promote Higher
October,12703363,cordiant,unknown,unknown,mid,74.65,26.0,0.0,3.0,0.0,11.54,Hidden Gem - Promote Higher
October,9600151,syma,unknown,unknown,mid,88.81,26.0,0.0,3.0,0.0,11.54,Hidden Gem - Promote Higher
October,19100276,dewalt,construction,tools,mid,140.16,26.0,0.0,3.0,0.0,11.54,Hidden Gem - Promote Higher
October,11900046,unknown,unknown,unknown,mid,92.0,26.0,0.0,3.0,0.0,11.54,Hidden Gem - Promote Higher
October,2800677,unknown,appliances,kitchen,premium,213.39,26.0,0.0,3.0,0.0,11.54,Hidden Gem - Promote Higher
October,12708255,unknown,unknown,unknown,mid,127.91,70.0,0.0,8.0,0.0,11.43,Hidden Gem - Promote Higher
October,8500420,unknown,unknown,unknown,premium,310.88,35.0,0.0,4.0,0.0,11.43,Hidden Gem - Promote Higher
October,12704611,nokian,unknown,unknown,mid,92.08,35.0,0.0,4.0,0.0,11.43,Hidden Gem - Promote Higher
October,12713497,continental,unknown,unknown,mid,68.99,35.0,1.0,4.0,2.86,11.43,Hidden Gem - Promote Higher
October,17301675,unknown,unknown,unknown,mid,62.93,35.0,0.0,4.0,0.0,11.43,Hidden Gem - Promote Higher
October,12710977,powertrac,unknown,unknown,budget,33.6,123.0,0.0,14.0,0.0,11.38,Hidden Gem - Promote Higher
October,26026982,unknown,unknown,unknown,budget,6.07,45.0,0.0,5.0,0.0,11.11,Hidden Gem - Promote Higher
October,4501253,beko,appliances,kitchen,premium,254.04,27.0,0.0,3.0,0.0,11.11,Hidden Gem - Promote Higher
October,28714829,escan,apparel,shoes,budget,49.03,37.0,0.0,4.0,0.0,10.81,Hidden Gem - Promote Higher
October,12703862,toyo,unknown,unknown,budget,48.14,56.0,0.0,6.0,0.0,10.71,Hidden Gem - Promote Higher
October,12703510,nokian,unknown,unknown,mid,103.22,47.0,3.0,5.0,6.38,10.64,Hidden Gem - Promote Higher
October,3900883,garanterm,appliances,environment,mid,94.44,48.0,0.0,5.0,0.0,10.42,Hidden Gem - Promote Higher
October,16200321,huggies,kids,fmcg,budget,17.25,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,16200326,huggies,kids,fmcg,budget,17.25,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,12710001,bridgestone,unknown,unknown,mid,180.89,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,19600323,glamglow,unknown,unknown,budget,54.97,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,12700768,michelin,unknown,unknown,premium,210.53,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,12900125,hp,stationery,cartrige,budget,10.51,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,28714191,greyder,apparel,shoes,mid,87.52,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,17300389,burberry,unknown,unknown,mid,67.69,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,12716368,kapsen,unknown,unknown,budget,46.31,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,12708386,unknown,unknown,unknown,mid,121.93,29.0,0.0,3.0,0.0,10.34,Hidden Gem - Promote Higher
October,17300923,unknown,unknown,unknown,budget,20.73,39.0,0.0,4.0,0.0,10.26,Hidden Gem - Promote Higher
October,12703121,continental,unknown,unknown,mid,165.05,39.0,2.0,4.0,5.13,10.26,Hidden Gem - Promote Higher
October,17302407,unknown,unknown,unknown,mid,188.6,49.0,0.0,5.0,0.0,10.2,Hidden Gem - Promote Higher
October,12708241,tyrex,unknown,unknown,premium,267.7,49.0,0.0,5.0,0.0,10.2,Hidden Gem - Promote Higher
October,11500320,sony,unknown,unknown,budget,45.96,49.0,2.0,5.0,4.08,10.2,Hidden Gem - Promote Higher
