month,brand,view_sessions,cart_sessions,purchase_sessions,total_revenue,view_to_cart_pct,cart_to_purchase_pct,conversion_rate,cart_abandonment_pct,revenue_per_view
October,microsoft,2236.0,36.0,26.0,7799.6,1.61,72.22,1.16,27.78,3.49
October,elari,5953.0,178.0,126.0,7433.89,2.99,70.79,2.12,29.21,1.25
October,zeta,6769.0,173.0,106.0,7400.38,2.56,61.27,1.57,38.73,1.09
October,moulinex,4333.0,79.0,65.0,7036.31,1.82,82.28,1.5,17.72,1.62
October,tp-link,5091.0,122.0,101.0,6830.95,2.4,82.79,1.98,17.21,1.34
October,gopro,1185.0,34.0,16.0,6328.62,2.87,47.06,1.35,52.94,5.34
October,pocketbook,1807.0,40.0,34.0,6244.0,2.21,85.0,1.88,15.0,3.46
October,kingston,5742.0,173.0,163.0,6074.42,3.01,94.22,2.84,5.78,1.06
October,ea,1420.0,225.0,82.0,6020.69,15.85,36.44,5.77,63.56,4.24
October,phoenix,2644.0,63.0,32.0,5950.07,2.38,50.79,1.21,49.21,2.25
October,changhong,1661.0,29.0,27.0,5732.67,1.75,93.1,1.63,6.9,3.45
October,huion,588.0,14.0,11.0,4865.91,2.38,78.57,1.87,21.43,8.28
October,incanto,2409.0,37.0,26.0,4195.03,1.54,70.27,1.08,29.73,1.74
October,transcend,3491.0,142.0,104.0,4077.71,4.07,73.24,2.98,26.76,1.17
October,chayka,1751.0,55.0,40.0,3840.29,3.14,72.73,2.28,27.27,2.19
October,dxracer,1427.0,18.0,13.0,3712.95,1.26,72.22,0.91,27.78,2.6
October,oasis,4373.0,113.0,93.0,3471.62,2.58,82.3,2.13,17.7,0.79
October,bernina,786.0,9.0,6.0,3234.02,1.15,66.67,0.76,33.33,4.11
October,remington,3070.0,102.0,61.0,3029.35,3.32,59.8,1.99,40.2,0.99
October,cortland,1438.0,62.0,29.0,2792.34,4.31,46.77,2.02,53.23,1.94
October,babyliss,2789.0,55.0,41.0,2773.6,1.97,74.55,1.47,25.45,0.99
October,rondell,5850.0,97.0,59.0,2717.62,1.66,60.82,1.01,39.18,0.46
October,maxwell,5538.0,88.0,75.0,2717.5,1.59,85.23,1.35,14.77,0.49
October,microlab,2432.0,46.0,44.0,2716.02,1.89,95.65,1.81,4.35,1.12
October,thermex,1288.0,32.0,23.0,2612.33,2.48,71.88,1.79,28.13,2.03
October,eurolux,1768.0,62.0,31.0,2536.22,3.51,50.0,1.75,50.0,1.43
October,hyperx,1900.0,48.0,31.0,2430.92,2.53,64.58,1.63,35.42,1.28
October,teploross,590.0,8.0,8.0,2378.44,1.36,100.0,1.36,0.0,4.03
October,bq,5457.0,47.0,46.0,2247.2,0.86,97.87,0.84,2.13,0.41
October,blaupunkt,689.0,31.0,10.0,2246.91,4.5,32.26,1.45,67.74,3.26
October,horizont,1820.0,19.0,17.0,2232.9,1.04,89.47,0.93,10.53,1.23
October,aoc,602.0,13.0,7.0,2169.44,2.16,53.85,1.16,46.15,3.6
October,radaway,579.0,7.0,3.0,2010.78,1.21,42.86,0.52,57.14,3.47
October,darina,1247.0,23.0,13.0,1968.2,1.84,56.52,1.04,43.48,1.58
October,flama,1775.0,17.0,14.0,1887.0,0.96,82.35,0.79,17.65,1.06
October,plantronics,1534.0,56.0,33.0,1804.27,3.65,58.93,2.15,41.07,1.18
October,bfgoodrich,1613.0,20.0,13.0,1717.53,1.24,65.0,0.81,35.0,1.06
October,perilla,1881.0,97.0,55.0,1659.61,5.16,56.7,2.92,43.3,0.88
October,whirlpool,741.0,2.0,2.0,1565.24,0.27,100.0,0.27,0.0,2.11
October,playme,1096.0,11.0,10.0,1498.37,1.0,90.91,0.91,9.09,1.37
October,brother,1151.0,22.0,14.0,1405.75,1.91,63.64,1.22,36.36,1.22
October,beats,603.0,7.0,5.0,1392.44,1.16,71.43,0.83,28.57,2.31
October,zte,1109.0,18.0,16.0,1242.93,1.62,88.89,1.44,11.11,1.12
October,logitech,1496.0,36.0,25.0,1242.92,2.41,69.44,1.67,30.56,0.83
October,navitel,1552.0,24.0,11.0,1127.68,1.55,45.83,0.71,54.17,0.73
October,canyon,3082.0,61.0,29.0,1122.94,1.98,47.54,0.94,52.46,0.36
October,total,2184.0,52.0,31.0,1074.25,2.38,59.62,1.42,40.38,0.49
October,pozis,1132.0,10.0,4.0,1048.63,0.88,40.0,0.35,60.0,0.93
October,cenmax,1007.0,20.0,13.0,907.57,1.99,65.0,1.29,35.0,0.9
October,inoi,2076.0,36.0,20.0,870.56,1.73,55.56,0.96,44.44,0.42
October,thule,1295.0,14.0,3.0,862.07,1.08,21.43,0.23,78.57,0.67
October,rant,882.0,16.0,14.0,846.48,1.81,87.5,1.59,12.5,0.96
October,aqua,1442.0,39.0,23.0,819.65,2.7,58.97,1.6,41.03,0.57
October,selby,846.0,26.0,19.0,789.74,3.07,73.08,2.25,26.92,0.93
October,turbo,992.0,18.0,12.0,743.61,1.81,66.67,1.21,33.33,0.75
October,sjcam,586.0,7.0,3.0,657.41,1.19,42.86,0.51,57.14,1.12
October,turboair,870.0,21.0,13.0,596.53,2.41,61.9,1.49,38.1,0.69
October,mart,1492.0,19.0,8.0,570.52,1.27,42.11,0.54,57.89,0.38
October,jet,1129.0,28.0,17.0,550.46,2.48,60.71,1.51,39.29,0.49
October,svc,748.0,10.0,10.0,497.54,1.34,100.0,1.34,0.0,0.67
October,edufun,853.0,15.0,5.0,488.95,1.76,33.33,0.59,66.67,0.57
October,hoco,1547.0,35.0,26.0,469.73,2.26,74.29,1.68,25.71,0.3
October,rastar,1444.0,30.0,13.0,451.81,2.08,43.33,0.9,56.67,0.31
October,berghoff,1709.0,20.0,5.0,397.42,1.17,25.0,0.29,75.0,0.23
October,remax,810.0,17.0,14.0,341.56,2.1,82.35,1.73,17.65,0.42
October,caramelia,1530.0,16.0,10.0,328.2,1.05,62.5,0.65,37.5,0.21
October,barbie,588.0,5.0,4.0,249.84,0.85,80.0,0.68,20.0,0.42
October,delux,1047.0,19.0,17.0,211.78,1.81,89.47,1.62,10.53,0.2
October,tristar,852.0,6.0,6.0,208.33,0.7,100.0,0.7,0.0,0.24
October,jinga,1086.0,30.0,12.0,203.34,2.76,40.0,1.1,60.0,0.19
October,hitachi,572.0,3.0,1.0,191.1,0.52,33.33,0.17,66.67,0.33
October,awei,703.0,14.0,11.0,189.92,1.99,78.57,1.56,21.43,0.27
October,toro,769.0,14.0,9.0,106.82,1.82,64.29,1.17,35.71,0.14
October,ryobi,740.0,1.0,1.0,93.93,0.14,100.0,0.14,0.0,0.13
October,clatronic,1015.0,6.0,2.0,73.33,0.59,33.33,0.2,66.67,0.07
October,mattel,535.0,4.0,2.0,53.62,0.75,50.0,0.37,50.0,0.1
October,apollo,604.0,18.0,7.0,49.71,2.98,38.89,1.16,61.11,0.08
October,pasabahce,656.0,8.0,8.0,43.02,1.22,100.0,1.22,0.0,0.07
October,wera,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,persona,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,grohe,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,alpina,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,metabo,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,mltl,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,dometic,793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,weekend,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,rado,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October,caprice,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
